序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,小区,小区名称,eNodeB,eNodeB名称,[LTE]小区无线接通率,[LTE]无线接通率,[LTE]无线接通率_1516610800155-0-0,[LTE]无线掉线率-,[FDD]RRC连接建立成功率,[FDD]E-RAB建立成功率,[FDD]RRC连接掉话率,E-RAB掉线率-FDD_1498916186273-0-9,[FDD]E-RAB阻塞率,[FDD]小区的可用率,[LTE]下行数据重传率,上行PRB平均利用率(集团),下行PRB平均利用率(集团),上行PRB利用率-扩容,下行PRB利用率-扩容,[LTE]上行PRB平均利用率(%),[LTE]下行PRB平均利用率(%),PDCCH信道CCE占用率-FDD_1498916186273-0-62,用户面最大激活UE数,用户面平均激活UE数,RRC连接建立最大用户数,RRC连接建立平均用户数,[FDD]最大的RRC连接建立个数,[FDD]平均的RRC连接建立个数,[FDD]小区上行PDCP层最大流量(兆比特/秒),[FDD]小区上行PDCP层最小流量(兆比特/秒),[FDD]小区上行PDCP层平均流量(兆比特/秒),[FDD]小区下行PDCP层最大流量(兆比特/秒),[FDD]小区下行PDCP层最小流量(兆比特/秒),[FDD]小区下行PDCP层平均流量(兆比特/秒),空口上行业务字节数(ZXJT)单位:GB ,空口下行业务字节数(ZXJT)单位:GB,小区上行BLER,小区下行BLER,RB平均干扰均值（0-24）,RB平均干扰均值(0-29),RB平均干扰均值（0-99）_1516610800155-0-16,"TA在范围[0,1)的上报次数","TA在范围[1,3)的上报次数","TA在范围[3,5)的上报次数","TA在范围[5,7)的上报次数","TA在范围[7,9)的上报次数","TA在范围[9,11)的上报次数","TA在范围[11,13)的上报次数","TA在范围[13,20)的上报次数","TA在范围[20,27)的上报次数","TA在范围[27,34)的上报次数","TA在范围[34,40)的上报次数",小区下行PDCP SDU时延(毫秒),小区上行PDCP SDU丢包个数,小区下行PDCP SDU丢包个数,小区上行PDCP 总的SDU个数,小区下行PDCP 总的SDU个数,[LTE]RLC PDU重传率
1182,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721931,CGZ011F84H_东山小区二号_东方美郡北山坡_省人大宿舍-东山小区二号(721931),82,FGZ011F842H1_东山小区二号,721931,CGZ011F84H_东山小区二号_东方美郡北山坡_省人大宿舍-东山小区二号,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,2.53%,0.10%,3.65%,0.10%,3.65%,0,3.65%,8.31%,2,0.0505,4,0.5128,4,0,0.3822,0,0.0014,2.1485,0,0.0042,0,0,0.00%,0.00%,-119.42,-119,-119,,,,,,,,,,,,123731,3,0,5147,5293,0.00%
1183,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721931,CGZ011F84H_东山小区二号_东方美郡北山坡_省人大宿舍-东山小区二号(721931),83,FGZ011F843H1_东山小区二号,721931,CGZ011F84H_东山小区二号_东方美郡北山坡_省人大宿舍-东山小区二号,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.84%,0.41%,4.02%,0.41%,4.02%,0,4.02%,8.23%,3,0.1143,5,0.8566,5,0,0.7343,0,0.0059,3.9209,0,0.0296,0,0.01,0.00%,0.00%,-118.87,-119,-119,,,,,,,,,,,,411144,0,0,19062,19224,0.00%
1184,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721931,CGZ011F84H_东山小区二号_东方美郡北山坡_省人大宿舍-东山小区二号(721931),84,FGZ011F841H1_省人大宿舍-东山小区二号,721931,CGZ011F84H_东山小区二号_东方美郡北山坡_省人大宿舍-东山小区二号,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.59%,0.38%,4.77%,0.38%,4.77%,0,4.77%,9.96%,2,0.0559,3,0.3367,3,0,1.3571,0,0.0038,9.0985,0,0.0872,0,0.04,0.00%,0.00%,-119.94,-119,-119,,,,,,,,,,,,1900981,0,0,13651,29542,0.00%
1185,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721931,CGZ011F84H_东山小区二号_东方美郡北山坡_省人大宿舍-东山小区二号(721931),85,FGZ011F842H1_省人大宿舍-东山小区二号,721931,CGZ011F84H_东山小区二号_东方美郡北山坡_省人大宿舍-东山小区二号,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.38%,0.07%,3.69%,0.07%,3.69%,0,3.69%,10.81%,1,0.005,2,0.0611,2,0,0.8743,0,0.0012,3.7789,0,0.0049,0,0,0.00%,0.00%,-119.03,-119,-119,,,,,,,,,,,,71850,0,0,3014,3224,0.00%
1186,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721931,CGZ011F84H_东山小区二号_东方美郡北山坡_省人大宿舍-东山小区二号(721931),86,FGZ011F841H1_东方美郡北山坡-东山小区二号,721931,CGZ011F84H_东山小区二号_东方美郡北山坡_省人大宿舍-东山小区二号,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.73%,0.15%,4.19%,0.15%,4.19%,0,4.19%,9.22%,2,0.0782,5,0.5094,5,0,0.4152,0,0.0026,7.9751,0,0.0408,0,0.02,0.00%,0.00%,-117.62,-118,-119,,,,,,,,,,,,416124,0,0,14953,18340,0.00%
1187,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721931,CGZ011F84H_东山小区二号_东方美郡北山坡_省人大宿舍-东山小区二号(721931),87,FGZ011F842H1_东方美郡北山坡-东山小区二号,721931,CGZ011F84H_东山小区二号_东方美郡北山坡_省人大宿舍-东山小区二号,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.25%,0.55%,4.13%,0.55%,4.13%,0,4.13%,8.02%,3,0.1276,7,0.8939,7,0,0.5593,0,0.0066,3.523,0,0.0208,0,0.01,0.00%,0.00%,-115.19,-115,-118,,,,,,,,,,,,329503,0,0,17869,19302,0.00%
1188,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721937,CGZ011F93H_杨庄(721937),81,FGZ011F931H1_杨庄,721937,CGZ011F93H_杨庄,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.51%,2.22%,7.77%,2.22%,7.77%,0,7.77%,10.01%,6,0.6195,8,3.0489,8,3,0.6691,0,0.0235,14.427,0,0.4518,0.01,0.2,0.00%,0.00%,-107.23,-109,-116,,,,,,,,,,,,8322127,32,10,113856,197986,0.00%
1189,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721937,CGZ011F93H_杨庄(721937),82,FGZ011F932H1_杨庄,721937,CGZ011F93H_杨庄,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.92%,0.26%,4.09%,0.26%,4.09%,0,4.09%,8.21%,3,0.1936,5,0.8311,5,0,0.6027,0,0.0081,18.861,0,0.0953,0,0.04,0.00%,0.00%,-112.21,-113,-118,,,,,,,,,,,,1047530,0,0,37188,47854,0.00%
1190,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721937,CGZ011F93H_杨庄(721937),83,FGZ011F933H1_杨庄,721937,CGZ011F93H_杨庄,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.99%,0.37%,3.93%,0.37%,3.93%,0,3.93%,7.94%,3,0.2894,5,1.0556,5,1,0.4115,0,0.006,22.0649,0,0.0317,0,0.01,0.00%,0.00%,-111.77,-113,-117,,,,,,,,,,,,498503,0,0,31540,30766,0.00%
1191,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721937,CGZ011F93H_杨庄(721937),94,FDZ011F934H1_杨庄,721937,CGZ011F93H_杨庄,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,1.18%,0.00%,1.18%,0,1.18%,3.53%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-119.78,-119,-119,,,,,,,,,,,,0,0,0,0,0,0.00%
1192,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721941,CGZ011F97H_前龙小区(721941),81,FGZ011F971H1_前龙小区,721941,CGZ011F97H_前龙小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.55%,0.79%,4.83%,0.79%,4.83%,0,4.83%,10.17%,5,0.2661,6,1.5194,6,1,0.581,0,0.0028,6.7839,0,0.0115,0,0,0.00%,0.00%,-93.33,-97,-113,,,,,,,,,,,,575494,507,1333,10598,13689,0.00%
1193,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721941,CGZ011F97H_前龙小区(721941),82,FGZ011F972H1_前龙小区,721941,CGZ011F97H_前龙小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.24%,0.05%,3.85%,0.05%,3.85%,0,3.85%,10.88%,2,0.0228,3,0.155,3,0,0.0437,0,0.0003,2.9654,0,0.0024,0,0,0.00%,0.00%,-107.17,-109,-116,,,,,,,,,,,,133206,0,0,1085,1539,0.00%
1194,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721941,CGZ011F97H_前龙小区(721941),83,FGZ011F973H1_前龙小区,721941,CGZ011F97H_前龙小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.29%,0.41%,3.92%,0.41%,3.92%,0,3.92%,8.78%,2,0.1544,4,0.7583,4,0,0.3144,0,0.0027,4.3827,0,0.0115,0,0,0.00%,0.00%,-107,-109,-116,,,,,,,,,,,,143877,0,0,9554,9034,0.00%
1195,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721942,CGZ011F98H_鑫韵火锅城_消防局西南-鑫韵火锅城(721942),81,FGZ011F981H1_鑫韵火锅城,721942,CGZ011F98H_鑫韵火锅城_消防局西南-鑫韵火锅城,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.53%,0.09%,4.15%,0.09%,4.15%,0,4.15%,10.76%,2,0.0377,3,0.2167,3,0,0.2435,0,0.0014,3.9585,0,0.0084,0,0,0.00%,0.00%,-115.51,-116,-118,,,,,,,,,,,,214457,0,0,5089,5298,0.00%
1196,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721942,CGZ011F98H_鑫韵火锅城_消防局西南-鑫韵火锅城(721942),82,FGZ011F982H1_鑫韵火锅城,721942,CGZ011F98H_鑫韵火锅城_消防局西南-鑫韵火锅城,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.98%,0.20%,4.85%,0.20%,4.85%,0,4.85%,8.13%,2,0.1143,3,0.4161,3,0,0.4335,0,0.004,3.7545,0,0.0174,0,0.01,0.00%,0.00%,-113.63,-114,-118,,,,,,,,,,,,414905,0,0,14851,16308,0.00%
1197,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721942,CGZ011F98H_鑫韵火锅城_消防局西南-鑫韵火锅城(721942),83,FGZ011F983H1_鑫韵火锅城,721942,CGZ011F98H_鑫韵火锅城_消防局西南-鑫韵火锅城,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.41%,0.49%,5.41%,0.49%,5.41%,0,5.41%,8.26%,3,0.2862,6,1.6378,6,1,0.4875,0,0.0122,11.3008,0,0.1283,0.01,0.06,0.00%,0.00%,-118.23,-118,-119,,,,,,,,,,,,2092482,0,0,49899,68219,0.00%
1198,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721942,CGZ011F98H_鑫韵火锅城_消防局西南-鑫韵火锅城(721942),84,FGZ011F984H1_消防局西南,721942,CGZ011F98H_鑫韵火锅城_消防局西南-鑫韵火锅城,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.04%,0.12%,4.31%,0.12%,4.31%,0,4.31%,9.58%,2,0.0242,3,0.1766,3,0,0.2468,0,0.001,7.1072,0,0.0083,0,0,0.00%,0.00%,-108.46,-110,-117,,,,,,,,,,,,284388,0,107,3679,4504,0.00%
1199,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721942,CGZ011F98H_鑫韵火锅城_消防局西南-鑫韵火锅城(721942),85,FGZ011F985H1_消防局西南,721942,CGZ011F98H_鑫韵火锅城_消防局西南-鑫韵火锅城,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.18%,0.56%,6.14%,0.56%,6.14%,0,6.14%,9.86%,3,0.1354,6,0.7683,6,0,0.2911,0,0.004,7.9767,0,0.0582,0,0.02,0.00%,0.00%,-102.01,-105,-115,,,,,,,,,,,,1663102,1,258,18500,22562,0.00%
1200,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721942,CGZ011F98H_鑫韵火锅城_消防局西南-鑫韵火锅城(721942),86,FGZ011F986H1_消防局西南,721942,CGZ011F98H_鑫韵火锅城_消防局西南-鑫韵火锅城,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.72%,2.27%,14.26%,2.27%,14.26%,0,14.26%,13.80%,4,0.4845,7,1.4728,7,1,1.3602,0,0.0218,15.7258,0,0.6074,0.01,0.26,0.00%,0.00%,-101.76,-104,-115,,,,,,,,,,,,23723647,16,8,136215,207305,0.00%
1201,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院(721948),81,FGZ011G081R1_郎茂山南坡-东方美食学院,721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.18%,0.20%,4.11%,0.20%,4.11%,0,4.11%,8.48%,2,0.0698,5,0.6272,5,0,1.0745,0,0.0026,1.883,0,0.0046,0,0,0.00%,0.00%,-112.81,-114,-118,,,,,,,,,,,,84437,24,0,6699,7143,0.00%
1202,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院(721948),82,FGZ011G082R1_郎茂山南坡-东方美食学院,721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院,99.94%,99.94%,99.94%,0.00%,99.94%,100.00%,0.00%,0.00%,0.00%,100.00%,11.77%,1.45%,8.76%,1.45%,8.76%,0,8.76%,8.96%,4,0.296,10,2.4622,10,2,0.5395,0,0.0152,9.9943,0,0.254,0.01,0.1,0.00%,0.00%,-117.11,-117,-119,,,,,,,,,,,,9964206,1,1,67973,94852,0.00%
1203,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院(721948),83,FGZ011G083R1_郎茂山南坡-东方美食学院,721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.90%,1.09%,5.40%,1.09%,5.40%,0,5.40%,8.86%,4,0.3468,8,1.6934,8,1,0.5176,0,0.0165,8.162,0,0.0956,0.01,0.04,0.00%,0.00%,-114.06,-115,-118,,,,,,,,,,,,1231744,6,0,54817,57559,0.00%
1204,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院(721948),87,FGZ011G081R1_环宇城-东方美食学院,721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.04%,0.97%,4.91%,0.97%,4.91%,0,4.91%,7.99%,5,0.3759,9,2.6578,9,2,0.8415,0,0.0134,9.3851,0,0.0676,0.01,0.03,0.00%,0.00%,-115.21,-116,-118,,,,,,,,,,,,907677,0,0,46072,54742,0.00%
1205,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院(721948),88,FGZ011G082R1_环宇城-东方美食学院,721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院,100.00%,100.00%,100.00%,9.09%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.99%,0.28%,4.61%,0.28%,4.61%,0,4.61%,9.75%,2,0.0998,5,0.47,5,0,3.6366,0,0.0078,18.2876,0,0.0939,0,0.04,0.00%,0.00%,-112.76,-113,-118,,,,,,,,,,,,1126939,0,2,18743,36800,0.00%
1206,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院(721948),89,FGZ011G083R1_环宇城-东方美食学院,721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院,100.00%,100.00%,100.00%,1.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.44%,0.55%,5.37%,0.55%,5.37%,0,5.37%,9.25%,3,0.2318,6,1.1567,6,1,4.6175,0,0.0117,9.8077,0,0.0748,0,0.03,0.00%,0.00%,-113.05,-114,-118,,,,,,,,,,,,1308820,3,0,34462,42696,0.00%
1207,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院(721948),94,FDZ011G081R1_郎茂山南坡-东方美食学院,721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.01%,0.00%,0.00%,100.00%,10.19%,0.91%,2.46%,0.91%,2.46%,0,2.46%,7.09%,6,0.9902,17,7.165,17,7,3.8662,0.0003,0.0272,24.8716,0.0013,0.1962,0.01,0.08,0.00%,0.00%,-119.93,-119,-119,,,,,,,,,,,,1542012,20,5,86452,117573,0.00%
1208,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院(721948),95,FDZ011G082R1_郎茂山南坡-东方美食学院,721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院,99.94%,99.94%,99.94%,0.00%,99.94%,100.00%,0.00%,0.00%,0.00%,100.00%,10.35%,1.45%,6.17%,1.45%,6.17%,0,6.17%,7.30%,10,0.9496,34,8.7556,34,8,5.3036,0.0003,0.0603,58.0917,0.0006,0.889,0.02,0.38,0.00%,0.00%,-119.93,-119,-119,,,,,,,,,,,,8669271,2,1,206676,348660,0.00%
1209,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院(721948),96,FDZ011G083R1_郎茂山南坡-东方美食学院,721948,CGZ011G08R_郎茂山南坡_环宇城-东方美食学院,99.97%,99.97%,99.97%,0.00%,99.97%,100.00%,0.00%,0.00%,0.00%,100.00%,10.34%,2.47%,6.89%,2.47%,6.89%,0,6.89%,13.55%,12,2.7114,38,18.8828,38,18,10.4835,0.0026,0.1398,43.5774,0.0036,1.0962,0.06,0.47,0.00%,0.00%,-118.9,-118,-119,,,,,,,,,,,,8403839,6,76,439977,577454,0.00%
1210,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南(721950),81,FGZ011G101H1_马武寨南,721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,2.43%,0.04%,4.42%,0.04%,4.42%,0,4.42%,12.33%,1,0.004,2,0.0278,2,0,1.8513,0,0.0012,0.1171,0,0.0002,0,0,0.00%,0.00%,-118.83,-119,-119,,,,,,,,,,,,5021,0,0,577,715,0.00%
1211,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南(721950),82,FGZ011G102H1_马武寨南,721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.53%,0.13%,4.43%,0.13%,4.43%,0,4.43%,10.81%,2,0.0332,4,0.2483,4,0,0.165,0,0.001,7.4191,0,0.0369,0,0.02,0.00%,0.00%,-110.86,-112,-117,,,,,,,,,,,,1143418,0,0,7312,14752,0.00%
1212,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南(721950),83,FGZ011G103H1_马武寨南,721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.28%,0.01%,4.42%,0.01%,4.42%,0,4.42%,12.49%,1,0.0014,1,0.0178,1,0,0.1268,0,0.0001,0.4132,0,0.0002,0,0,0.00%,0.00%,-116.58,-117,-119,,,,,,,,,,,,7538,0,0,319,240,0.00%
1213,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南(721950),84,FGZ011G101H1_马武寨山东北,721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.89%,0.25%,5.48%,0.25%,5.48%,0,5.48%,11.98%,2,0.0516,2,0.19,2,0,0.2762,0,0.0026,8.3337,0,0.0702,0,0.03,0.00%,0.00%,-113.62,-114,-118,,,,,,,,,,,,1362915,0,0,17885,28134,0.00%
1214,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南(721950),85,FGZ011G102H1_马武寨山东北,721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.86%,0.09%,4.55%,0.09%,4.55%,0,4.55%,12.24%,1,0.01,3,0.0628,3,0,0.1664,0,0.0004,2.8729,0,0.0045,0,0,0.00%,0.00%,-114.31,-115,-118,,,,,,,,,,,,96494,0,30,2049,2539,0.00%
1215,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南(721950),86,FGZ011G103H1_马武寨山东北,721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南,95.65%,95.65%,95.65%,0.00%,100.00%,95.65%,3.33%,0.00%,0.00%,100.00%,10.09%,0.22%,4.48%,0.22%,4.48%,0,4.48%,9.41%,2,0.028,3,0.4878,3,0,0.3948,0,0.0008,0.7248,0,0.0019,0,0,0.00%,0.00%,-112.34,-113,-118,,,,,,,,,,,,29722,0,0,2593,2375,0.00%
1216,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南(721950),87,FGZ011G101H1_中海B1区尚湖央邸西山坡,721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.03%,0.41%,5.58%,0.41%,5.58%,0,5.58%,10.53%,2,0.0638,4,0.4389,4,0,0.2163,0,0.0028,11.3319,0,0.0961,0,0.04,0.00%,0.00%,-108.83,-110,-117,,,,,,,,,,,,612850,0,0,17898,34281,0.00%
1217,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南(721950),88,FGZ011G102H1_中海B1区尚湖央邸西山坡,721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.09%,0.56%,6.76%,0.56%,6.76%,0,6.76%,10.32%,3,0.1526,5,0.9094,5,0,0.2318,0,0.0072,7.1242,0,0.098,0,0.04,0.00%,0.00%,-106.37,-108,-116,,,,,,,,,,,,1002713,0,8,31050,44665,0.00%
1218,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南(721950),89,FGZ011G103H1_中海B1区尚湖央邸西山坡,721950,CGZ011G10R_马武寨南_马武寨山东北_中海B1区尚湖央邸西山坡-马武寨南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.29%,0.62%,5.42%,0.62%,5.42%,0,5.42%,9.59%,3,0.148,6,1.0172,6,1,0.7659,0,0.0082,13.069,0,0.0543,0,0.02,0.00%,0.00%,-106.4,-108,-116,,,,,,,,,,,,983135,0,0,23785,30469,0.00%
1219,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721952,CGZ011G12R_华润西山坡_华润别墅区北-兴隆办后山坡(721952),81,FGZ011G121R1_华润西山坡-兴隆办后山坡,721952,CGZ011G12R_华润西山坡_华润别墅区北_兴隆办后山坡华润西山坡-兴隆办后山坡,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.74%,0.39%,4.24%,0.39%,4.24%,0,4.24%,9.53%,3,0.351,5,0.8922,5,0,7.5561,0,0.0146,7.4852,0,0.0274,0.01,0.01,0.00%,0.00%,-119.17,-119,-119,,,,,,,,,,,,671372,1,10,51169,63569,0.00%
1220,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721952,CGZ011G12R_华润西山坡_华润别墅区北-兴隆办后山坡(721952),82,FGZ011G122R1_华润西山坡-兴隆办后山坡,721952,CGZ011G12R_华润西山坡_华润别墅区北_兴隆办后山坡华润西山坡-兴隆办后山坡,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.96%,0.99%,7.23%,0.99%,7.23%,0,7.23%,16.07%,3,0.0994,3,0.3639,3,0,0.5393,0,0.0042,13.4953,0,0.1306,0,0.06,0.00%,0.00%,-118.6,-118,-119,,,,,,,,,,,,4824258,0,0,25892,45575,0.00%
