序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,小区,小区名称,eNodeB,eNodeB名称,[LTE]小区无线接通率,[LTE]无线接通率,[LTE]无线接通率_1516610800155-0-0,[LTE]无线掉线率-,[FDD]RRC连接建立成功率,[FDD]E-RAB建立成功率,[FDD]RRC连接掉话率,E-RAB掉线率-FDD_1498916186273-0-9,[FDD]E-RAB阻塞率,[FDD]小区的可用率,[LTE]下行数据重传率,上行PRB平均利用率(集团),下行PRB平均利用率(集团),上行PRB利用率-扩容,下行PRB利用率-扩容,[LTE]上行PRB平均利用率(%),[LTE]下行PRB平均利用率(%),PDCCH信道CCE占用率-FDD_1498916186273-0-62,用户面最大激活UE数,用户面平均激活UE数,RRC连接建立最大用户数,RRC连接建立平均用户数,[FDD]最大的RRC连接建立个数,[FDD]平均的RRC连接建立个数,[FDD]小区上行PDCP层最大流量(兆比特/秒),[FDD]小区上行PDCP层最小流量(兆比特/秒),[FDD]小区上行PDCP层平均流量(兆比特/秒),[FDD]小区下行PDCP层最大流量(兆比特/秒),[FDD]小区下行PDCP层最小流量(兆比特/秒),[FDD]小区下行PDCP层平均流量(兆比特/秒),空口上行业务字节数(ZXJT)单位:GB ,空口下行业务字节数(ZXJT)单位:GB,小区上行BLER,小区下行BLER,RB平均干扰均值（0-24）,RB平均干扰均值(0-29),RB平均干扰均值（0-99）_1516610800155-0-16,"TA在范围[0,1)的上报次数","TA在范围[1,3)的上报次数","TA在范围[3,5)的上报次数","TA在范围[5,7)的上报次数","TA在范围[7,9)的上报次数","TA在范围[9,11)的上报次数","TA在范围[11,13)的上报次数","TA在范围[13,20)的上报次数","TA在范围[20,27)的上报次数","TA在范围[27,34)的上报次数","TA在范围[34,40)的上报次数",小区下行PDCP SDU时延(毫秒),小区上行PDCP SDU丢包个数,小区下行PDCP SDU丢包个数,小区上行PDCP 总的SDU个数,小区下行PDCP 总的SDU个数,[LTE]RLC PDU重传率
31,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721510,CGZ017359R_市政办公楼-平阴四中(721510),81,FGZ0173591R1_市政办公楼-平阴四中,721510,CGZ017359R_市政办公楼-平阴四中,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.75%,0.02%,3.32%,0.02%,3.32%,0,3.32%,9.86%,1,0.0115,2,0.0417,2,0,0.0498,0,0.0002,0.4375,0,0.0004,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,13869,0,0,877,1830,0.00%
32,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721510,CGZ017359R_市政办公楼-平阴四中(721510),82,FGZ0173592R1_市政办公楼-平阴四中,721510,CGZ017359R_市政办公楼-平阴四中,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.73%,0.06%,3.52%,0.06%,3.52%,0,3.52%,9.98%,1,0.0159,2,0.0794,2,0,0.2141,0,0.0004,5.6533,0,0.0094,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,141120,0,123,2517,4524,0.00%
33,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721510,CGZ017359R_市政办公楼-平阴四中(721510),83,FGZ0173593R1_市政办公楼-平阴四中,721510,CGZ017359R_市政办公楼-平阴四中,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.70%,0.04%,3.40%,0.04%,3.40%,0,3.40%,10.31%,1,0.0118,1,0.0378,1,0,0.1067,0,0.0004,1.4664,0,0.0023,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,40402,0,0,1408,1775,0.00%
34,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具(721521),81,FGZ0173571R1_幸福里联通共享-巨龙家具,721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.68%,0.73%,6.13%,0.73%,6.13%,0,6.13%,10.15%,4,0.3941,7,1.5794,7,1,0.3382,0,0.0138,11.7523,0,0.0893,0.01,0.04,0.00%,0.00%,-119.98,-119,-119,,,,,,,,,,,,1703570,0,0,43898,59579,0.00%
35,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具(721521),82,FGZ0173572R1_幸福里联通共享-巨龙家具,721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.83%,4.05%,17.70%,4.05%,17.70%,0,17.70%,15.07%,3,0.4097,5,1.2172,5,1,0.2436,0,0.0187,22.9561,0,0.8088,0.01,0.35,0.00%,0.00%,-119.77,-119,-119,,,,,,,,,,,,19602326,4,1,138280,299525,0.00%
36,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具(721521),83,FGZ0173573R1_幸福里联通共享-巨龙家具,721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.24%,3.01%,14.47%,3.01%,14.47%,0,14.47%,16.58%,4,0.3148,6,0.9372,6,0,0.6443,0,0.0164,14.127,0,0.6495,0.01,0.28,0.00%,0.00%,-118.94,-119,-119,,,,,,,,,,,,12526169,0,56,111240,231507,0.00%
37,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具(721521),84,FGZ0173574H1_平阴巨龙家具,721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.51%,0.02%,4.02%,0.02%,4.02%,0,4.02%,10.49%,1,0.0072,1,0.0522,1,0,0.1259,0,0.0004,1.4924,0,0.0042,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,126787,0,0,1445,1825,0.00%
38,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具(721521),85,FGZ0173575H1_平阴巨龙家具,721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,1.51%,0.01%,3.99%,0.01%,3.99%,0,3.99%,10.30%,1,0.0024,1,0.0272,1,0,0.0398,0,0,0.2311,0,0.0001,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,3724,0,0,250,151,0.00%
39,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具(721521),86,FGZ0173576H1_平阴巨龙家具,721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.53%,3.62%,17.75%,3.62%,17.75%,0,17.75%,19.98%,2,0.2492,4,0.55,4,0,2.3433,0,0.03,9.2868,0,0.8834,0.01,0.38,0.00%,0.00%,-117.09,-117,-119,,,,,,,,,,,,21443522,4,7,144734,302155,0.00%
40,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721522,CGZ017352H_平阴河务局(721522),81,FGZ0173521H1_平阴河务局,721522,CGZ017352H_平阴河务局,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.78%,1.59%,4.59%,1.59%,4.59%,0,4.59%,8.14%,4,0.5206,8,2.2961,8,2,2.0379,0,0.0178,10.8816,0,0.0549,0.01,0.02,0.00%,0.00%,-119.78,-119,-119,,,,,,,,,,,,1148873,0,239,56923,72710,0.00%
41,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721522,CGZ017352H_平阴河务局(721522),82,FGZ0173522H1_平阴河务局,721522,CGZ017352H_平阴河务局,99.89%,99.89%,99.89%,0.00%,99.89%,100.00%,0.07%,0.00%,0.00%,100.00%,9.43%,9.90%,7.18%,9.90%,7.18%,0,7.18%,15.15%,7,1.4737,16,6.8216,16,6,1.6971,0,0.0382,10.1847,0,0.2349,0.02,0.1,0.00%,0.00%,-112.88,-114,-118,,,,,,,,,,,,2789258,18,335,133547,168115,0.00%
42,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721522,CGZ017352H_平阴河务局(721522),83,FGZ0173523H1_平阴河务局,721522,CGZ017352H_平阴河务局,100.00%,100.00%,100.00%,8.33%,100.00%,100.00%,0.24%,0.15%,0.00%,100.00%,5.87%,0.99%,3.87%,0.99%,3.87%,0,3.87%,9.05%,2,0.1031,5,0.6739,5,0,0.2554,0,0.002,2.2999,0,0.009,0,0,0.00%,0.00%,-112.79,-113,-118,,,,,,,,,,,,355538,0,34,5942,6866,0.00%
43,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关(721523),81,FGZ0173311H1_平阴东关,721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.46%,1.09%,5.37%,1.09%,5.37%,0,5.37%,9.65%,3,0.2552,6,0.9994,6,0,0.925,0,0.0354,14.0489,0,0.0868,0.02,0.04,0.00%,0.00%,-119.9,-119,-119,,,,,,,,,,,,3042956,0,35,55895,68223,0.00%
44,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关(721523),82,FGZ0173312H1_平阴东关,721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.71%,1.27%,8.21%,1.27%,8.21%,0,8.21%,11.72%,4,0.3518,7,1.7083,7,1,1.6264,0,0.0098,4.9374,0,0.1284,0,0.06,0.00%,0.00%,-119.98,-119,-119,,,,,,,,,,,,9937828,0,209,44689,68809,0.00%
45,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关(721523),83,FGZ0173313H1_平阴东关,721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.14%,0.13%,4.04%,0.13%,4.04%,0,4.04%,9.62%,3,0.0535,4,0.4861,4,0,0.1682,0,0.0016,3.3837,0,0.0056,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,96610,2,0,5311,5758,0.00%
46,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关(721523),84,FGZ0173314R1_共享西关联通铁塔-平阴东关,721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
47,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关(721523),85,FGZ0173315R1_共享西关联通铁塔-平阴东关,721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
48,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关(721523),86,FGZ0173316R1_共享西关联通铁塔-平阴东关,721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
49,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721539,CGZ017319H_福胶大酒店(721539),81,FGZ0173191H1_福胶大酒店,721539,CGZ017319H_福胶大酒店,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.60%,0.35%,5.54%,0.35%,5.54%,0,5.54%,9.75%,3,0.122,4,0.5534,4,0,2.6362,0,0.0051,7.0677,0,0.0577,0,0.02,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,1421456,0,3,19114,32368,0.00%
50,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721539,CGZ017319H_福胶大酒店(721539),82,FGZ0173192H1_福胶大酒店,721539,CGZ017319H_福胶大酒店,99.88%,99.87%,99.87%,0.00%,99.88%,100.00%,0.00%,0.00%,0.00%,100.00%,9.26%,3.57%,11.50%,3.57%,11.50%,0,11.50%,13.30%,6,0.9811,12,3.9689,12,3,4.8364,0,0.0364,21.4149,0,0.4294,0.02,0.19,0.00%,0.00%,-119.97,-119,-119,,,,,,,,,,,,9361178,2,156,168136,242402,0.00%
51,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721539,CGZ017319H_福胶大酒店(721539),83,FGZ0173193H1_福胶大酒店,721539,CGZ017319H_福胶大酒店,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.63%,0.19%,4.18%,0.19%,4.18%,0,4.18%,8.95%,3,0.0989,4,0.7639,4,0,0.5788,0,0.0027,2.6579,0,0.0111,0,0,0.00%,0.00%,-118.83,-119,-119,,,,,,,,,,,,307897,0,0,12164,14186,0.00%
52,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721541,CGZ017323H_平阴一中华玫(721541),81,FGZ0173231H1_平阴一中华玫,721541,CGZ017323H_平阴一中华玫,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.14%,0.12%,4.08%,0.12%,4.08%,0,4.08%,10.94%,2,0.0308,4,0.1711,4,0,1.17,0,0.0016,5.652,0,0.0088,0,0,0.00%,0.00%,-119.54,-119,-119,,,,,,,,,,,,279448,0,65,4694,5992,0.00%
53,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721541,CGZ017323H_平阴一中华玫(721541),82,FGZ0173232H1_平阴一中华玫,721541,CGZ017323H_平阴一中华玫,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.15%,0.40%,5.40%,0.40%,5.40%,0,5.40%,10.03%,3,0.1459,5,1.0089,5,1,0.2025,0,0.0033,5.3038,0,0.054,0,0.02,0.00%,0.00%,-119.96,-119,-119,,,,,,,,,,,,4643605,0,9,18974,28990,0.00%
54,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721541,CGZ017323H_平阴一中华玫(721541),83,FGZ0173233H1_平阴一中华玫,721541,CGZ017323H_平阴一中华玫,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.46%,1.04%,5.83%,1.04%,5.83%,0,5.83%,9.78%,5,0.339,7,1.905,7,1,2.5221,0,0.0197,11.8423,0,0.1486,0.01,0.06,0.00%,0.00%,-118.95,-119,-119,,,,,,,,,,,,3603260,14,549,58816,78448,0.00%
55,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721542,CGZ017325H_平阴文几山(721542),81,FGZ0173251H1_平阴文几山,721542,CGZ017325H_平阴文几山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.38%,1.11%,10.68%,1.11%,10.68%,0,10.68%,11.12%,3,0.229,5,1.0644,5,1,1.3481,0,0.0313,16.6176,0,0.741,0.01,0.32,0.00%,0.00%,-119.13,-119,-119,,,,,,,,,,,,17419830,0,0,123723,265019,0.00%
56,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721542,CGZ017325H_平阴文几山(721542),82,FGZ0173252H1_平阴文几山,721542,CGZ017325H_平阴文几山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.93%,0.85%,5.82%,0.85%,5.82%,0,5.82%,8.55%,4,0.281,7,1.9222,7,1,1.2013,0,0.0099,8.2523,0,0.089,0,0.04,0.00%,0.00%,-119.54,-119,-119,,,,,,,,,,,,1587762,0,116,39461,53572,0.00%
57,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721542,CGZ017325H_平阴文几山(721542),83,FGZ0173253H1_平阴文几山,721542,CGZ017325H_平阴文几山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,2.19%,0.02%,3.85%,0.02%,3.85%,0,3.85%,11.86%,1,0.0053,2,0.0584,2,0,0.0504,0,0.0001,0.0689,0,0.0001,0,0,0.00%,0.00%,-119.91,-119,-119,,,,,,,,,,,,5764,0,0,326,676,0.00%
58,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721545,CGZ017326H_平阴济西工业园(721545),81,FGZ0173261H1_平阴济西工业园,721545,CGZ017326H_平阴济西工业园,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.68%,0.16%,4.13%,0.16%,4.13%,0,4.13%,9.22%,2,0.0473,5,0.5516,5,0,0.1863,0,0.0011,3.7648,0,0.0131,0,0.01,0.00%,0.00%,-119.26,-119,-119,,,,,,,,,,,,259758,0,85,5512,7716,0.00%
59,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721545,CGZ017326H_平阴济西工业园(721545),82,FGZ0173262H1_平阴济西工业园,721545,CGZ017326H_平阴济西工业园,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.35%,0.57%,4.36%,0.57%,4.36%,0,4.36%,9.66%,2,0.1492,3,0.81,3,0,0.3872,0,0.0093,5.3744,0,0.0338,0,0.01,0.00%,0.00%,-118.89,-119,-119,,,,,,,,,,,,471747,0,11,21417,26362,0.00%
60,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721545,CGZ017326H_平阴济西工业园(721545),83,FGZ0173263H1_平阴济西工业园,721545,CGZ017326H_平阴济西工业园,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.52%,0.12%,4.40%,0.12%,4.40%,0,4.40%,11.28%,2,0.0362,3,0.2144,3,0,0.3112,0,0.0018,20.4474,0,0.0531,0,0.02,0.00%,0.00%,-119.98,-119,-119,,,,,,,,,,,,4138713,0,1,11056,19190,0.00%
61,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721559,CGZ017338R_中土社区北-汕头(721559),81,FGZ0173381R1_中土社区北-汕头,721559,CGZ017338R_中土社区北-汕头,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.92%,0.10%,4.39%,0.10%,4.39%,0,4.39%,10.93%,2,0.0525,3,0.2705,3,0,0.1929,0,0.0018,5.0832,0,0.0257,0,0.01,0.00%,0.00%,-119.84,-119,-119,,,,,,,,,,,,309207,0,425,10354,12756,0.00%
62,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721559,CGZ017338R_中土社区北-汕头(721559),82,FGZ0173382R1_中土社区北-汕头,721559,CGZ017338R_中土社区北-汕头,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.85%,0.24%,4.26%,0.24%,4.26%,0,4.26%,9.97%,3,0.0653,4,0.4,4,0,0.2719,0,0.0018,7.5456,0,0.013,0,0.01,0.00%,0.00%,-116.08,-116,-119,,,,,,,,,,,,253221,0,2,7346,10785,0.00%
63,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721559,CGZ017338R_中土社区北-汕头(721559),83,FGZ0173383R1_中土社区北-汕头,721559,CGZ017338R_中土社区北-汕头,100.00%,100.00%,100.00%,1.49%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.83%,0.79%,5.01%,0.79%,5.01%,0,5.01%,8.03%,4,0.3477,9,1.9216,9,1,1.9632,0,0.0115,9.2108,0,0.0492,0,0.02,0.00%,0.00%,-118.59,-118,-119,,,,,,,,,,,,773182,2,79,38038,52282,0.00%
64,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721560,CGZ017347R_实验小学宁馨苑与富海家园之间-锦东汇聚机房(721560),81,FGZ0173471R1_实验小学宁馨苑与富海家园之间-锦东汇聚机房,721560,CGZ017347R_实验小学宁馨苑与富海家园之间-锦东汇聚机房,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.19%,1.94%,7.29%,1.94%,7.29%,0,7.29%,9.12%,5,0.7128,10,3.0806,10,3,1.6687,0,0.0228,12.064,0,0.2462,0.01,0.11,0.00%,0.00%,-119.73,-119,-119,,,,,,,,,,,,4992863,0,0,117109,148329,0.00%
65,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721560,CGZ017347R_实验小学宁馨苑与富海家园之间-锦东汇聚机房(721560),82,FGZ0173472R1_实验小学宁馨苑与富海家园之间-锦东汇聚机房,721560,CGZ017347R_实验小学宁馨苑与富海家园之间-锦东汇聚机房,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.63%,1.74%,13.10%,1.74%,13.10%,0,13.10%,13.38%,4,0.4741,9,1.8739,9,1,0.9236,0,0.039,12.5805,0,0.5204,0.02,0.22,0.00%,0.00%,-119.77,-119,-119,,,,,,,,,,,,35410064,55,0,118921,207717,0.00%
66,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721560,CGZ017347R_实验小学宁馨苑与富海家园之间-锦东汇聚机房(721560),83,FGZ0173473R1_实验小学宁馨苑与富海家园之间-锦东汇聚机房,721560,CGZ017347R_实验小学宁馨苑与富海家园之间-锦东汇聚机房,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.39%,2.33%,14.69%,2.33%,14.69%,0,14.69%,11.62%,4,0.685,7,2.4,7,2,0.6309,0,0.0248,12.112,0,0.8385,0.01,0.35,0.00%,0.00%,-119.77,-119,-119,,,,,,,,,,,,89100763,0,1,145047,334146,0.00%
67,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721577,CGZ017316R_县医药门诊楼-平阴西关(721577),81,FGZ0173161R1_县医药门诊楼-平阴西关,721577,CGZ017316R_县医药门诊楼-平阴西关,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.25%,1.20%,4.87%,1.20%,4.87%,0,4.87%,7.28%,4,0.4124,10,3.2044,10,3,1.8255,0,0.0165,6.8141,0,0.0958,0.01,0.04,0.00%,0.00%,-119.96,-119,-119,,,,,,,,,,,,1346397,3,24,59670,67808,0.00%
68,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721577,CGZ017316R_县医药门诊楼-平阴西关(721577),82,FGZ0173162R1_县医药门诊楼-平阴西关,721577,CGZ017316R_县医药门诊楼-平阴西关,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.89%,0.44%,5.34%,0.44%,5.34%,0,5.34%,7.76%,3,0.1077,4,0.7122,4,0,0.6968,0,0.0085,12.7426,0,0.2131,0,0.09,0.00%,0.00%,-118.87,-119,-119,,,,,,,,,,,,4563648,57,57,56191,80023,0.00%
69,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721577,CGZ017316R_县医药门诊楼-平阴西关(721577),83,FGZ0173163R1_县医药门诊楼-平阴西关,721577,CGZ017316R_县医药门诊楼-平阴西关,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.04%,0.12%,3.40%,0.12%,3.40%,0,3.40%,8.80%,2,0.0915,3,0.23,3,0,0.1879,0,0.0018,6.161,0,0.0108,0,0,0.00%,0.00%,-119.93,-119,-119,,,,,,,,,,,,384036,14,0,11002,11331,0.00%
70,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721578,CGZ017318H_平阴玫瑰小区_青龙路全友家私西_平阴齐鲁制药厂-平阴玫瑰小区(721578),81,FGZ0173181H1_平阴玫瑰小区,721578,CGZ017318H_平阴玫瑰小区_青龙路全友家私西_平阴齐鲁制药厂-平阴玫瑰小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.77%,0.03%,3.92%,0.03%,3.92%,0,3.92%,11.53%,2,0.0296,2,0.0867,2,0,0.4287,0,0.0006,2.1259,0,0.0018,0,0,0.00%,0.00%,-119.97,-119,-119,,,,,,,,,,,,51008,0,0,3449,4167,0.00%
71,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721578,CGZ017318H_平阴玫瑰小区_青龙路全友家私西_平阴齐鲁制药厂-平阴玫瑰小区(721578),82,FGZ0173182H1_平阴玫瑰小区,721578,CGZ017318H_平阴玫瑰小区_青龙路全友家私西_平阴齐鲁制药厂-平阴玫瑰小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,3.16%,0.03%,3.78%,0.03%,3.78%,0,3.78%,11.86%,1,0.0238,2,0.0822,2,0,0.0435,0,0.0003,0.1045,0,0.0005,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,26572,0,0,2881,3677,0.00%
72,2018/4/15 8:00,2018/4/15 9:00,1小时,5310,平阴GNF(5310),721578,CGZ017318H_平阴玫瑰小区_青龙路全友家私西_平阴齐鲁制药厂-平阴玫瑰小区(721578),83,FGZ0173183H1_平阴玫瑰小区,721578,CGZ017318H_平阴玫瑰小区_青龙路全友家私西_平阴齐鲁制药厂-平阴玫瑰小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,3.39%,0.01%,3.77%,0.01%,3.77%,0,3.77%,12.07%,1,0.007,2,0.0556,2,0,0.0699,0,0.0001,1.29,0,0.0007,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,21767,0,0,349,401,0.00%
