序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,小区,小区名称,eNodeB,eNodeB名称,[LTE]小区无线接通率,[LTE]无线接通率,[LTE]无线接通率_1516610800155-0-0,[LTE]无线掉线率-,[FDD]RRC连接建立成功率,[FDD]E-RAB建立成功率,[FDD]RRC连接掉话率,E-RAB掉线率-FDD_1498916186273-0-9,[FDD]E-RAB阻塞率,[FDD]小区的可用率,[LTE]下行数据重传率,上行PRB平均利用率(集团),下行PRB平均利用率(集团),上行PRB利用率-扩容,下行PRB利用率-扩容,[LTE]上行PRB平均利用率(%),[LTE]下行PRB平均利用率(%),PDCCH信道CCE占用率-FDD_1498916186273-0-62,用户面最大激活UE数,用户面平均激活UE数,RRC连接建立最大用户数,RRC连接建立平均用户数,[FDD]最大的RRC连接建立个数,[FDD]平均的RRC连接建立个数,[FDD]小区上行PDCP层最大流量(兆比特/秒),[FDD]小区上行PDCP层最小流量(兆比特/秒),[FDD]小区上行PDCP层平均流量(兆比特/秒),[FDD]小区下行PDCP层最大流量(兆比特/秒),[FDD]小区下行PDCP层最小流量(兆比特/秒),[FDD]小区下行PDCP层平均流量(兆比特/秒),空口上行业务字节数(ZXJT)单位:GB ,空口下行业务字节数(ZXJT)单位:GB,小区上行BLER,小区下行BLER,RB平均干扰均值（0-24）,RB平均干扰均值(0-29),RB平均干扰均值（0-99）_1516610800155-0-16,"TA在范围[0,1)的上报次数","TA在范围[1,3)的上报次数","TA在范围[3,5)的上报次数","TA在范围[5,7)的上报次数","TA在范围[7,9)的上报次数","TA在范围[9,11)的上报次数","TA在范围[11,13)的上报次数","TA在范围[13,20)的上报次数","TA在范围[20,27)的上报次数","TA在范围[27,34)的上报次数","TA在范围[34,40)的上报次数",小区下行PDCP SDU时延(毫秒),小区上行PDCP SDU丢包个数,小区下行PDCP SDU丢包个数,小区上行PDCP 总的SDU个数,小区下行PDCP 总的SDU个数,[LTE]RLC PDU重传率
3024,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722631,CGZ012E60R_平安工业园-平安供电所(722631),83,FGZ012E603R1_平安工业园-平安供电所,722631,CGZ012E60R_平安工业园-平安供电所,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.90%,8.76%,28.43%,8.76%,28.43%,0,28.43%,29.92%,7,1.7655,13,4.5728,13,4,3.5155,0,0.0576,10.3016,0,0.5139,0.02,0.22,0.00%,0.00%,-114.89,-115,-118,,,,,,,,,,,,28782385,3,1,218202,267348,0.00%
3025,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722632,CGZ012E61H_平安齐庄_开元小区南-平安齐庄(722632),81,FGZ012E611H1_平安齐庄,722632,CGZ012E61H_平安齐庄_开元小区南-平安齐庄,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.28%,2.23%,12.18%,2.23%,12.18%,0,12.18%,11.71%,6,0.8445,11,3.5189,11,3,3.9111,0,0.0355,19.9548,0,0.685,0.01,0.3,0.00%,0.00%,-117.2,-117,-119,,,,,,,,,,,,10182374,15,9,184928,293610,0.00%
3026,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722632,CGZ012E61H_平安齐庄_开元小区南-平安齐庄(722632),82,FGZ012E612H1_平安齐庄,722632,CGZ012E61H_平安齐庄_开元小区南-平安齐庄,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.75%,0.79%,6.25%,0.79%,6.25%,0,6.25%,8.81%,4,0.3551,8,1.6139,8,1,0.6166,0,0.0124,16.8458,0,0.2568,0.01,0.11,0.00%,0.00%,-117.78,-118,-119,,,,,,,,,,,,2364652,0,0,73683,111652,0.00%
3027,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722632,CGZ012E61H_平安齐庄_开元小区南-平安齐庄(722632),83,FGZ012E613H1_平安齐庄,722632,CGZ012E61H_平安齐庄_开元小区南-平安齐庄,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.01%,2.01%,8.79%,2.01%,8.79%,0,8.79%,9.46%,4,0.3436,8,2.6894,8,2,4.6343,0,0.0226,8.8637,0,0.2842,0.01,0.12,0.00%,0.00%,-118.03,-118,-119,,,,,,,,,,,,4794310,25,0,70194,116570,0.00%
3028,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722634,CGZ012E64R_长清老一中-大于首(722634),82,FGZ012E642R1_长清老一中-大于首,722634,CGZ012E64R_长清老一中-大于首,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.67%,0.27%,3.61%,0.27%,3.61%,0,3.61%,8.65%,3,0.1619,5,0.6633,5,0,0.1342,0,0.0022,12.5726,0,0.0172,0,0.01,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,225134,6,66,15989,28427,0.00%
3029,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722634,CGZ012E64R_长清老一中-大于首(722634),83,FGZ012E643R1_长清老一中-大于首,722634,CGZ012E64R_长清老一中-大于首,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.19%,0.93%,4.13%,0.93%,4.13%,0,4.13%,8.61%,4,0.334,6,1.5444,6,1,2.7451,0,0.0107,6.6792,0,0.0276,0,0.01,0.00%,0.00%,-119.98,-119,-119,,,,,,,,,,,,1614205,1,6,41980,52337,0.00%
3030,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722636,CGZ012E66H_小柿子园西南(722636),81,FGZ012E661H1_小柿子园西南,722636,CGZ012E66H_小柿子园西南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.14%,1.76%,8.83%,1.76%,8.83%,0,8.83%,10.84%,4,0.4775,10,2.9328,10,2,0.5926,0,0.0252,7.2259,0,0.1806,0.01,0.08,0.00%,0.00%,-119.84,-119,-119,,,,,,,,,,,,3496764,5,2,85407,104523,0.00%
3031,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722636,CGZ012E66H_小柿子园西南(722636),82,FGZ012E662H1_小柿子园西南,722636,CGZ012E66H_小柿子园西南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.05%,0.16%,3.49%,0.16%,3.49%,0,3.49%,8.36%,3,0.0436,4,0.2594,4,0,2.342,0,0.0024,4.0379,0,0.0051,0,0,0.00%,0.00%,-119.65,-119,-119,,,,,,,,,,,,64663,1,2,4512,5633,0.00%
3032,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722636,CGZ012E66H_小柿子园西南(722636),83,FGZ012E663H1_小柿子园西南,722636,CGZ012E66H_小柿子园西南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.79%,2.09%,5.71%,2.09%,5.71%,0,5.71%,8.72%,5,0.4455,7,1.7784,7,1,0.7986,0,0.0304,7.3571,0,0.1645,0.01,0.07,0.00%,0.00%,-119.98,-119,-119,,,,,,,,,,,,1982231,1,0,55372,78742,0.00%
3033,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722637,CGZ012E67H_雷达WR_汇侨城-雷达WR(722637),81,FGZ012E671H1_雷达WH,722637,CGZ012E67H_雷达WR_汇侨城-雷达WR,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.50%,3.47%,6.71%,3.47%,6.71%,0,6.71%,10.19%,4,0.9209,7,2.3472,7,2,0.6679,0,0.2022,13.6264,0,0.3565,0.09,0.16,0.00%,0.00%,-119.29,-119,-119,,,,,,,,,,,,4239131,1,11,278892,293921,0.00%
3034,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722637,CGZ012E67H_雷达WR_汇侨城-雷达WR(722637),82,FGZ012E672H1_雷达WH,722637,CGZ012E67H_雷达WR_汇侨城-雷达WR,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.34%,3.40%,9.47%,3.40%,9.47%,0,9.47%,10.54%,5,0.7917,11,3.2461,11,3,0.6918,0,0.0352,10.9274,0,0.41,0.01,0.18,0.00%,0.00%,-119.96,-119,-119,,,,,,,,,,,,9734429,2,0,160767,221462,0.00%
3035,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722637,CGZ012E67H_雷达WR_汇侨城-雷达WR(722637),83,FGZ012E673H1_雷达WH,722637,CGZ012E67H_雷达WR_汇侨城-雷达WR,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.79%,0.11%,3.42%,0.11%,3.42%,0,3.42%,8.64%,2,0.0531,4,0.3011,4,0,0.1424,0,0.0014,4.4322,0,0.0061,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,131452,0,0,6652,5743,0.00%
3036,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722640,CGZ012E78H_化肥厂(722640),81,FGZ012E781H1_化肥厂,722640,CGZ012E78H_化肥厂,99.88%,99.88%,99.88%,0.00%,99.88%,100.00%,0.00%,0.00%,0.00%,100.00%,8.34%,4.09%,6.85%,4.09%,6.85%,0,6.85%,14.50%,8,1.8376,16,7.1256,16,7,3.729,0,0.0717,15.7875,0,0.2641,0.03,0.11,0.00%,0.00%,-117.89,-118,-119,,,,,,,,,,,,5838363,6,1,253703,316124,0.00%
3037,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722640,CGZ012E78H_化肥厂(722640),82,FGZ012E782H1_化肥厂,722640,CGZ012E78H_化肥厂,100.00%,100.00%,100.00%,0.36%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.83%,0.93%,4.92%,0.93%,4.92%,0,4.92%,8.31%,4,0.3136,7,2.0884,7,2,0.8218,0,0.0332,28.4208,0,0.2625,0.01,0.11,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,2027391,12,0,76120,117182,0.00%
3038,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722646,CGZ012E85H_长清开发区_长清大桥-长清开发区(722646),81,FGZ012E851H1_长清开发区,722646,CGZ012E85H_长清开发区_长清大桥-长清开发区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.66%,0.86%,6.12%,0.86%,6.12%,0,6.12%,9.14%,4,0.283,7,1.8711,7,1,0.6881,0,0.0114,18.4263,0,0.1546,0,0.07,0.00%,0.00%,-117.19,-117,-119,,,,,,,,,,,,1851150,3,0,51834,75694,0.00%
3039,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722646,CGZ012E85H_长清开发区_长清大桥-长清开发区(722646),82,FGZ012E852H1_长清开发区,722646,CGZ012E85H_长清开发区_长清大桥-长清开发区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.07%,0.00%,0.00%,100.00%,9.86%,5.33%,17.51%,5.33%,17.51%,0,17.51%,17.72%,10,2.5096,16,6.8711,16,6,1.578,0,0.115,21.9906,0,1.0158,0.05,0.44,0.00%,0.00%,-115.94,-116,-118,,,,,,,,,,,,20499216,7,3,353595,517280,0.00%
3040,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722646,CGZ012E85H_长清开发区_长清大桥-长清开发区(722646),83,FGZ012E853H1_长清开发区,722646,CGZ012E85H_长清开发区_长清大桥-长清开发区,99.91%,99.91%,99.91%,0.00%,99.91%,100.00%,0.00%,0.00%,0.00%,100.00%,8.57%,2.49%,8.59%,2.49%,8.59%,0,8.59%,11.66%,7,1.3963,15,5.39,15,5,0.8225,0,0.0464,15.6601,0,0.4038,0.02,0.17,0.00%,0.00%,-115.13,-115,-118,,,,,,,,,,,,5576726,1,4,155869,233009,0.00%
3041,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722647,CGZ012E87H_济柴东(722647),81,FGZ012E871H1_济柴东,722647,CGZ012E87H_济柴东,100.00%,100.00%,100.00%,1.45%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.54%,1.09%,5.63%,1.09%,5.63%,0,5.63%,9.61%,4,0.4559,5,1.115,5,1,0.7628,0,0.0242,13.3015,0,0.0978,0.01,0.04,0.00%,0.00%,-116.84,-117,-119,,,,,,,,,,,,3545520,0,1,56029,71038,0.00%
3042,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722647,CGZ012E87H_济柴东(722647),82,FGZ012E872H1_济柴东,722647,CGZ012E87H_济柴东,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.66%,0.41%,4.11%,0.41%,4.11%,0,4.11%,8.81%,4,0.2926,7,1.2367,7,1,0.2264,0,0.0035,2.7738,0,0.0092,0,0,0.00%,0.00%,-119.7,-119,-119,,,,,,,,,,,,338459,0,0,20516,26212,0.00%
3043,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722647,CGZ012E87H_济柴东(722647),83,FGZ012E873H1_济柴东,722647,CGZ012E87H_济柴东,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.83%,0.13%,3.78%,0.13%,3.78%,0,3.78%,10.66%,2,0.0256,3,0.0533,3,0,0.0659,0,0.0008,2.6711,0,0.0044,0,0,0.00%,0.00%,-119.33,-119,-119,,,,,,,,,,,,61447,0,0,3526,3812,0.00%
3044,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722658,CGZ016B83H_乐山小区南区(722658),81,FGZ016B831H1_乐天小区南区,722658,CGZ016B83H_乐山小区南区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.74%,0.83%,5.51%,0.83%,5.51%,0,5.51%,8.63%,4,0.3163,7,1.48,7,1,1.1376,0,0.0085,7.0581,0,0.0448,0,0.02,0.00%,0.00%,-114.11,-115,-118,,,,,,,,,,,,2094376,0,53,38530,43305,0.00%
3045,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722658,CGZ016B83H_乐山小区南区(722658),82,FGZ016B832H1_乐天小区南区,722658,CGZ016B83H_乐山小区南区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.39%,1.33%,6.69%,1.33%,6.69%,0,6.69%,9.83%,5,1.2443,12,2.9356,12,2,6.4582,0,0.0251,8.2296,0,0.182,0.01,0.08,0.00%,0.00%,-115.87,-116,-118,,,,,,,,,,,,2881564,0,0,108092,130608,0.00%
3046,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722658,CGZ016B83H_乐山小区南区(722658),83,FGZ016B833H1_乐天小区南区,722658,CGZ016B83H_乐山小区南区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.70%,1.12%,7.31%,1.12%,7.31%,0,7.31%,9.67%,4,0.5914,10,2.4744,10,2,0.4409,0,0.0156,14.0802,0,0.3369,0.01,0.15,0.00%,0.00%,-119.13,-119,-119,,,,,,,,,,,,8940630,0,0,88017,148853,0.00%
3047,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722662,CGZ016B87H_汇富南区东(722662),81,FGZ016B871H1_汇富南区东,722662,CGZ016B87H_汇富南区东,100.00%,100.00%,100.00%,0.30%,100.00%,100.00%,0.04%,0.07%,0.00%,100.00%,9.48%,1.94%,8.35%,1.94%,8.35%,0,8.35%,9.65%,5,0.438,11,3.2044,11,3,4.1633,0,0.0177,13.6604,0,0.277,0.01,0.12,0.00%,0.00%,-118.48,-118,-119,,,,,,,,,,,,5035554,0,1,73643,118104,0.00%
3048,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722662,CGZ016B87H_汇富南区东(722662),82,FGZ016B872H1_汇富南区东,722662,CGZ016B87H_汇富南区东,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.97%,0.30%,4.28%,0.30%,4.28%,0,4.28%,9.95%,3,0.097,4,0.6056,4,0,0.86,0,0.0042,5.9701,0,0.0186,0,0.01,0.00%,0.00%,-119.9,-119,-119,,,,,,,,,,,,319094,0,0,13759,14856,0.00%
3049,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722662,CGZ016B87H_汇富南区东(722662),83,FGZ016B873H1_汇富南区东,722662,CGZ016B87H_汇富南区东,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.29%,2.73%,8.51%,2.73%,8.51%,0,8.51%,10.80%,5,0.6381,11,3.12,11,3,2.0274,0,0.0191,19.6901,0,0.2995,0.01,0.12,0.00%,0.00%,-119.42,-119,-119,,,,,,,,,,,,12531441,0,1,94413,146085,0.00%
3050,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722663,CGZ016B90H_平安大于(722663),81,FGZ016B901H1_平安大于,722663,CGZ016B90H_平安大于,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.28%,0.84%,5.01%,0.84%,5.01%,0,5.01%,8.64%,4,0.341,7,1.8222,7,1,0.3664,0,0.0091,9.267,0,0.0443,0,0.02,0.00%,0.00%,-115.06,-115,-118,,,,,,,,,,,,963370,19,31,42034,46089,0.00%
3051,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722663,CGZ016B90H_平安大于(722663),82,FGZ016B902H1_平安大于,722663,CGZ016B90H_平安大于,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.47%,0.52%,5.84%,0.52%,5.84%,0,5.84%,8.19%,4,0.2068,7,1.4022,7,1,0.4425,0,0.009,10.7465,0,0.1287,0,0.06,0.00%,0.00%,-115.93,-116,-118,,,,,,,,,,,,1884387,2,0,42067,60106,0.00%
3052,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722663,CGZ016B90H_平安大于(722663),83,FGZ016B903H1_平安大于,722663,CGZ016B90H_平安大于,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.15%,10.62%,7.33%,10.62%,7.33%,0,7.33%,13.36%,7,1.4711,16,6.4439,16,6,1.666,0,0.4646,12.2694,0,0.2299,0.2,0.1,0.00%,0.00%,-119.38,-119,-119,,,,,,,,,,,,4885886,5,1,289378,306586,0.00%
3053,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼(722667),81,FGZ016B971H1_长清交通学院实验楼,722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.78%,0.59%,6.23%,0.59%,6.23%,0,6.23%,10.94%,3,0.1034,4,0.5306,4,0,0.5204,0,0.0049,13.987,0,0.0591,0,0.02,0.00%,0.00%,-119.35,-119,-119,,,,,,,,,,,,2478327,0,0,19461,25248,0.00%
3054,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼(722667),82,FGZ016B972H1_长清交通学院实验楼,722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.04%,0.00%,0.00%,100.00%,10.63%,30.86%,74.15%,30.86%,74.15%,0,74.15%,41.96%,15,5.1322,30,15.9833,30,15,3.2899,0.0019,0.5409,17.494,0.0024,3.7014,0.23,1.57,0.00%,0.00%,-118.68,-118,-119,,,,,,,,,,,,221392882,9,2,1118070,1513750,0.00%
3055,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼(722667),86,FGZ016B971R1_大学路2号广告牌-长清交通学院实验楼,722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.28%,0.85%,8.22%,0.85%,8.22%,0,8.22%,9.72%,6,0.8982,10,2.4089,10,2,0.649,0,0.0209,16.7916,0,0.3675,0.01,0.16,0.00%,0.00%,-116.26,-116,-119,,,,,,,,,,,,4894431,0,0,115958,171355,0.00%
3056,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼(722667),87,FGZ016B972R1_大学路2号广告牌-长清交通学院实验楼,722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.75%,0.88%,6.27%,0.88%,6.27%,0,6.27%,10.11%,5,0.573,9,1.9472,9,1,7.2397,0,0.0302,26.115,0,0.2366,0.01,0.1,0.00%,0.00%,-118.06,-118,-119,,,,,,,,,,,,3249610,0,0,87348,132335,0.00%
3057,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼(722667),88,FGZ016B973R1_大学路2号广告牌-长清交通学院实验楼,722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.82%,0.22%,5.95%,0.22%,5.95%,0,5.95%,10.17%,4,0.1946,5,0.5278,5,0,2.4923,0,0.0062,17.6768,0,0.1154,0,0.05,0.00%,0.00%,-118.5,-118,-119,,,,,,,,,,,,1598093,0,0,31120,63132,0.00%
3058,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼(722667),91,FDZ016B977R1_大学路2号广告牌-长清交通学院实验楼,722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.38%,0.76%,7.93%,0.76%,7.93%,0,7.93%,9.12%,8,0.9028,17,5.2594,17,5,3.0879,0,0.0432,34.9977,0,1.1522,0.02,0.5,0.00%,0.00%,-115.47,-115,-117,,,,,,,,,,,,10488124,2,2,221115,418473,0.00%
3059,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼(722667),92,FDZ016B978R1_大学路2号广告牌-长清交通学院实验楼,722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.57%,0.26%,2.55%,0.26%,2.55%,0,2.55%,6.14%,5,0.3286,9,1.6311,9,1,8.8892,0,0.0224,21.2579,0,0.1608,0.01,0.07,0.00%,0.00%,-118.47,-118,-118,,,,,,,,,,,,2237463,2,3,55731,79513,0.00%
3060,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼(722667),93,FDZ016B979R1_大学路2号广告牌-长清交通学院实验楼,722667,CGZ016B97H_长清交通学院实验楼_大学路2号广告牌-长清交通学院实验楼,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.91%,0.17%,1.95%,0.17%,1.95%,0,1.95%,5.66%,4,0.2267,6,1.0928,6,1,4.4334,0,0.0154,17.5874,0,0.0652,0.01,0.03,0.00%,0.00%,-119.72,-119,-119,,,,,,,,,,,,993334,3,0,32535,46688,0.00%
3061,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722677,CGZ016C10H_崮山东辛(722677),101,FGZ016C101H1_崮山东辛,722677,CGZ016C10H_崮山东辛,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.72%,2.16%,9.95%,2.16%,9.95%,0,9.95%,13.48%,4,0.3164,7,2.0256,7,2,1.5435,0,0.0294,20.7022,0,0.3068,0.01,0.13,0.00%,0.00%,-103.7,-106,-115,,,,,,,,,,,,4253098,3,76,71126,131367,0.00%
3062,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722677,CGZ016C10H_崮山东辛(722677),102,FGZ016C102H1_崮山东辛,722677,CGZ016C10H_崮山东辛,100.00%,100.00%,100.00%,0.18%,100.00%,100.00%,0.01%,0.01%,0.00%,100.00%,9.37%,7.70%,24.90%,7.70%,24.90%,0,24.90%,21.91%,62,3.2477,125,13.1205,125,13,3.0087,0.0012,0.1319,20.2975,0.0012,1.1946,0.06,0.51,0.00%,0.00%,-118.78,-118,-119,,,,,,,,,,,,27475157,12,1087,432238,591319,0.00%
3063,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722677,CGZ016C10H_崮山东辛(722677),103,FGZ016C103H1_崮山东辛,722677,CGZ016C10H_崮山东辛,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.17%,4.60%,15.78%,4.60%,15.78%,0,15.78%,20.09%,3,0.6506,6,1.7378,6,1,0.3329,0,0.0202,6.0538,0,0.429,0.01,0.19,0.00%,0.00%,-111.57,-112,-117,,,,,,,,,,,,9297348,0,0,117870,157243,0.00%
3064,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722679,CGZ016C15H_大汉足浴(722679),81,FGZ016C151H1_大汉足浴,722679,CGZ016C15H_大汉足浴,100.00%,100.00%,100.00%,0.08%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.46%,4.69%,20.68%,4.69%,20.68%,0,20.68%,18.19%,7,1.5018,24,9.7361,24,9,8.4822,0,0.1099,24.9895,0,1.7873,0.05,0.78,0.00%,0.00%,-117.88,-118,-119,,,,,,,,,,,,30247215,4,1,401178,707675,0.00%
3065,2018/4/15 19:00,2018/4/15 20:00,1小时,5311,子网(MO SDR)(5311),722679,CGZ016C15H_大汉足浴(722679),82,FGZ016C152H1_大汉足浴,722679,CGZ016C15H_大汉足浴,99.92%,99.92%,99.92%,0.20%,99.92%,100.00%,0.03%,0.03%,0.00%,100.00%,11.08%,16.70%,24.76%,16.70%,24.76%,0,24.76%,27.14%,11,2.2114,24,10.8661,24,10,4.9948,0,0.0888,10.684,0,0.8517,0.04,0.37,0.00%,0.00%,-102.21,-105,-115,,,,,,,,,,,,25344713,210,789,350245,419573,0.00%
